year,sample_date,treatment,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,top_depth,bottom_depth,depth,n,c
2013,9/25/2013,TCF,R3,S1,C2,0-10cm,10,456.0367312,1.395998649,1.437686825,0,10,10,0.1037,1.1861
2013,9/25/2013,TCF,R3,S1,C1,50-end cm,62,2827.427733,1.584791359,0.863089787,50,112,122,0.0033,0.039666667
2013,9/25/2013,TCF,R3,S1,C1,25-50cm,25,1140.091828,1.52061083,1.580990194,25,50,50,0.033133333,0.307833333
2013,9/25/2013,TCF,R3,S1,C1,10-25cm,15,684.0550968,1.415919684,1.441123682,10,25,25,0.064733333,0.751266667
2013,9/25/2013,TCF,R3,S1,C1,0-10cm,10,456.0367312,1.306973356,1.372363139,0,10,10,0.0783,0.938266667
2013,9/25/2013,TCF,R1,S5,C2,50-end cm,67,3055.446099,1.539724664,0.961553209,50,117,122,0.014833333,0.116066667
2013,9/25/2013,TCF,R1,S5,C2,25-50cm,25,1140.091828,1.502714935,1.607075812,25,50,50,0.01515,0.1713
2013,9/25/2013,TCF,R1,S5,C2,10-25cm,15,684.0550968,1.28001039,1.616577386,10,25,25,0.048633333,0.671
2013,9/25/2013,TCF,R1,S5,C2,0-10cm,10,456.0367312,1.04476026,1.056357892,0,10,10,0.164,2.634366667
2013,9/25/2013,TCF,R1,S5,C1,50-end cm,66,3009.842426,1.558099342,0.88164549,50,116,122,0.018733333,0.1099
2013,9/25/2013,TCF,R1,S5,C1,25-50cm,25,1140.091828,1.562272752,1.65137049,25,50,50,0.0252,0.2757
2013,9/25/2013,TCF,R1,S5,C1,10-25cm,15,684.0550968,1.277237843,1.339845291,10,25,25,0.0607,0.7267
2013,9/25/2013,TCF,R1,S5,C1,0-10cm,10,456.0367312,1.049486396,1.081575159,0,10,10,0.22535,3.5767
2013,9/25/2013,TCF,R1,S3,C2,50-end cm,67,3055.446099,1.494482219,0.912331591,50,117,122,0.014766667,0.191566667
2013,9/25/2013,TCF,R3,S4,C2,50-end cm,62,2827.427733,1.552152589,0.827605237,50,112,122,0.023,0.10665
2013,9/25/2013,TCF,R1,S3,C2,25-50cm,25,1140.091828,1.479907071,1.519509181,25,50,50,0.030566667,0.336933333
2013,9/25/2013,TCF,R1,S3,C2,10-25cm,15,684.0550968,1.266583836,1.299570757,10,25,25,0.069466667,0.868033333
2013,9/25/2013,TCF,R1,S3,C2,0-10cm,10,456.0367312,0.921646493,0.915141197,0,10,10,0.205366667,2.955266667
2013,9/25/2013,TCF,R3,S5,C2,50-end cm,68,3101.049772,1.573566929,0.931988911,50,118,122,0.019433333,0.06915
2013,9/25/2013,TCF,R3,S5,C2,25-50cm,25,1140.091828,1.420966265,1.456535306,25,50,50,0.039733333,0.403666667
2013,9/25/2013,TCF,R3,S5,C2,10-25cm,15,684.0550968,1.331161143,1.347505492,10,25,25,0.0728,0.831733333
2013,9/25/2013,TCF,R1,S3,C1,50-end cm,70,3192.257118,1.601072218,0.763529976,50,120,122,0.011866667,0.1287
2013,9/25/2013,TCF,R3,S5,C2,0-10cm,10,456.0367312,0.973277857,1.00454189,0,10,10,0.113433333,1.533
2013,9/25/2013,TCF,R1,S3,C1,25-50cm,25,1140.091828,1.500237337,1.538783067,25,50,50,0.0291,0.266466667
2013,9/25/2013,TCF,R1,S3,C1,10-25cm,15,684.0550968,1.3861452,1.451488345,10,25,25,0.079033333,0.8672
2013,9/25/2013,TCF,R3,S4,C2,25-50cm,25,1140.091828,1.464628913,1.512600966,25,50,50,0.0362,0.219833333
2013,9/25/2013,TCF,R3,S4,C2,10-25cm,15,684.0550968,1.3098623,1.334816456,10,25,25,0.076666667,0.887333333
2013,9/25/2013,TCF,R3,S4,C2,0-10cm,10,456.0367312,1.162981444,1.189965551,0,10,10,0.103066667,1.417
2013,9/25/2013,TCF,R3,S4,C1,50-end cm,63,2873.031406,1.619486104,0.857419795,50,113,122,0.012433333,0.075633333
2013,9/25/2013,TCF,R3,S4,C1,25-50cm,25,1140.091828,1.454590197,1.597041532,25,50,50,0.022033333,0.177866667
2013,9/25/2013,TCF,R3,S4,C1,10-25cm,15,684.0550968,1.413554497,1.442760977,10,25,25,0.0615,0.685933333
2013,9/25/2013,TCF,R3,S5,C1,25-50cm,25,1140.091828,1.462291674,1.5392304,25,50,50,0.0371,0.2655
2013,9/25/2013,TCF,R3,S5,C1,10-25cm,15,684.0550968,1.385711767,1.411184574,10,25,25,0.0643,0.7154
2013,9/25/2013,TCF,R3,S5,C1,0-10cm,10,456.0367312,0.97483427,0.994257631,0,10,10,0.0942,1.205
2013,9/24/2013,TSF,R2,S2,C1,0-10cm,10,456.0367312,0.952301675,0.944744076,0,10,10,0.1228,1.556466667
2013,9/24/2013,TSF,R2,S1,C2,50-end cm,69,3146.653445,1.641706623,0.852920109,50,119,122,0.0092,0.055066667
2013,9/24/2013,TSF,R2,S1,C2,25-50cm,25,1140.091828,1.522627453,1.606724963,25,50,50,0.0251,0.1647
2013,9/24/2013,TSF,R2,S1,C2,10-25cm,15,684.0550968,1.378706054,1.469688633,10,25,25,0.03545,0.3901
2013,9/24/2013,TSF,R2,S1,C2,0-10cm,10,456.0367312,1.249685322,1.336751973,0,10,10,0.1088,1.304033333
2013,9/24/2013,TSF,R2,S1,C1,50-end cm,67,3055.446099,1.594015315,0.794703595,50,117,122,0.0173,0.0851
2013,9/24/2013,TSF,R2,S1,C1,25-50cm,25,1140.091828,1.483667639,1.575201186,25,50,50,0.027066667,0.226033333
2013,9/24/2013,TSF,R2,S1,C1,10-25cm,15,684.0550968,1.307395485,1.363205982,10,25,25,0.044066667,0.441033333
2013,9/24/2013,TSF,R2,S1,C1,0-10cm,10,456.0367312,1.13456146,1.173673004,0,10,10,0.091166667,1.072866667
2013,9/24/2013,TDF,R3,S5,C2,50-end cm,65,2964.238753,1.57941501,0.870764542,50,115,122,0.017166667,0.150233333
2013,9/24/2013,TDF,R3,S5,C2,25-50cm,25,1140.091828,1.54592269,1.591550747,25,50,50,0.0264,0.307266667
2013,9/24/2013,TDF,R3,S5,C2,10-25cm,15,684.0550968,1.331146935,1.365428025,10,25,25,0.060933333,0.727666667
2013,9/24/2013,TDF,R3,S5,C2,0-10cm,10,456.0367312,0.954708827,0.978973774,0,10,10,0.175933333,2.294
2013,9/24/2013,TDF,R3,S5,C1,50-end cm,66,3009.842426,1.559628811,0.877934332,50,116,122,0.020166667,0.093933333
2013,9/24/2013,TDF,R3,S5,C1,25-50cm,25,1140.091828,1.401978474,1.482252533,25,50,50,0.039733333,0.4267
2013,9/24/2013,TDF,R3,S5,C1,10-25cm,15,684.0550968,1.373593588,1.448301467,10,25,25,0.05,0.5595
2013,9/24/2013,TDF,R3,S5,C1,0-10cm,10,456.0367312,1.124460543,1.133807794,0,10,10,0.167633333,1.942566667
2013,9/24/2013,TDF,R3,S4,C2,50-end cm,66,3009.842426,1.622492481,0.810641773,50,116,122,0.0155,0.1468
2013,9/24/2013,TDF,R3,S4,C2,25-50cm,25,1140.091828,1.491526449,1.584639023,25,50,50,0.028566667,0.25
2013,9/24/2013,TDF,R3,S4,C2,10-25cm,15,684.0550968,1.317620515,1.344084715,10,25,25,0.061433333,0.743366667
2013,9/24/2013,TDF,R3,S4,C2,0-10cm,10,456.0367312,1.127915604,1.153433406,0,10,10,0.164766667,2.154933333
2013,9/24/2013,TDF,R3,S4,C1,50-end cm,67,3055.446099,1.583554183,0.869203355,50,117,122,0.0171,0.16135
2013,9/24/2013,TDF,R3,S4,C1,25-50cm,25,1140.091828,1.528184123,1.577543103,25,50,50,0.012166667,0.1189
2013,9/24/2013,TDF,R3,S4,C1,10-25cm,15,684.0550968,1.322953514,1.318969779,10,25,25,0.054333333,0.6547
2013,9/24/2013,TDF,R3,S4,C1,0-10cm,10,456.0367312,1.090930484,1.10144198,0,10,10,0.202533333,2.865566667
2013,9/24/2013,TDF,R3,S3,C2,50-end cm,59,2690.616714,1.434857638,1.076420133,50,109,122,0.005766667,0.07215
2013,9/24/2013,TDF,R3,S3,C2,25-50cm,25,1140.091828,1.517282932,1.597646747,25,50,50,0.016933333,0.204233333
2013,9/24/2013,TDF,R3,S3,C2,10-25cm,15,684.0550968,1.257528368,1.338485751,10,25,25,0.071666667,0.9133
2013,9/24/2013,TDF,R3,S3,C2,0-10cm,10,456.0367312,1.077765841,1.075588799,0,10,10,0.1803,2.382533333
2013,9/24/2013,TDF,R3,S3,C1,50-end cm,63,2873.031406,1.563330392,0.932476406,50,113,122,0.026833333,0.311033333
2013,9/24/2013,TDF,R3,S3,C1,25-50cm,25,1140.091828,1.436024635,1.4836647,25,50,50,0.046233333,0.6131
2013,9/24/2013,TDF,R3,S3,C1,10-25cm,15,684.0550968,1.271170356,1.228684654,10,25,25,0.1287,1.7776
2013,9/24/2013,TDF,R3,S3,C1,0-10cm,10,456.0367312,0.945400164,0.967286119,0,10,10,0.2774,4.43185
2013,9/24/2013,TDF,R3,S2,C2,25-50cm,25,1140.091828,1.489657555,1.51004854,25,50,50,0.0334,0.2533
2013,9/24/2013,TDF,R3,S2,C2,10-25cm,15,684.0550968,1.215494587,1.229284021,10,25,25,0.0477,0.543866667
2013,9/24/2013,TDF,R3,S2,C2,0-10cm,10,456.0367312,1.463168285,1.470929761,0,10,10,0.1845,2.1679
2013,9/24/2013,TDF,R3,S2,C1,50-end cm,66,3009.842426,1.594845014,0.796019745,50,116,122,0.0163,0.1141
2013,9/24/2013,TDF,R3,S2,C1,25-50cm,25,1140.091828,1.510577927,1.541914394,25,50,50,0.0369,0.3286
2013,9/24/2013,TDF,R3,S2,C1,10-25cm,15,684.0550968,1.254869876,1.348631133,10,25,25,0.065866667,0.8366
2013,9/24/2013,TDF,R3,S2,C1,0-10cm,10,456.0367312,1.156756108,1.164353579,0,10,10,0.1794,2.106066667
2013,9/24/2013,TDF,R3,S1,C2,50-end cm,63,2873.031406,1.498015022,0.94714036,50,113,122,0.0083,0.1295
2013,9/24/2013,TDF,R3,S1,C2,25-50cm,25,1140.091828,1.475379192,1.509066163,25,50,50,0.032466667,0.3651
2013,9/24/2013,TDF,R3,S1,C2,10-25cm,15,684.0550968,1.271584173,1.288635965,10,25,25,0.123533333,1.392466667
2013,9/24/2013,TDF,R3,S1,C2,0-10cm,10,456.0367312,0.904309928,0.889309944,0,10,10,0.2812,3.484333333
2013,9/24/2013,TDF,R3,S1,C1,50-end cm,63,2873.031406,1.608171797,0.829317074,50,113,122,0.0048,0.053333333
2013,9/24/2013,TDF,R3,S1,C1,25-50cm,25,1140.091828,1.592472076,1.617881959,25,50,50,0.006333333,0.1061
2013,9/24/2013,TDF,R3,S1,C1,10-25cm,15,684.0550968,1.390633951,1.437322819,10,25,25,0.060066667,0.7128
2013,9/24/2013,TDF,R3,S1,C1,0-10cm,10,456.0367312,1.241622986,1.240992142,0,10,10,0.1697,2.173066667
2013,9/24/2013,TDF,R3,S2,C2,50-end cm,65,2964.238753,1.596928741,0.820650495,50,115,122,0.014333333,0.074866667
2013,9/24/2013,TSF,R3,S5,C2,50-end cm,67,3055.446099,1.657279583,0.653522902,50,117,122,0.015533333,0.0599
2013,9/24/2013,TSF,R3,S5,C2,25-50cm,25,1140.091828,1.648217177,1.68228028,25,50,50,0.0309,0.13
2013,9/24/2013,TSF,R3,S5,C2,10-25cm,15,684.0550968,1.297132285,1.373234414,10,25,25,0.05715,0.663433333
2013,9/24/2013,TSF,R3,S5,C2,0-10cm,10,456.0367312,1.033290138,1.069076166,0,10,10,0.1026,1.1318
2013,9/24/2013,TSF,R3,S5,C1,50-end cm,68,3101.049772,1.583700392,0.854405506,50,118,122,0.0118,0.0443
2013,9/24/2013,TSF,R3,S5,C1,25-50cm,25,1140.091828,1.582060973,1.620767691,25,50,50,0.032833333,0.202366667
2013,9/24/2013,TSF,R3,S5,C1,10-25cm,15,684.0550968,1.293093116,1.332141233,10,25,25,0.0459,0.338033333
2013,9/24/2013,TSF,R3,S5,C1,0-10cm,10,456.0367312,1.294916966,1.374928722,0,10,10,0.0909,1.002566667
2013,9/24/2013,TSF,R3,S4,C2,50-end cm,65,2964.238753,1.667482586,0.703848163,50,115,122,0.0151,0.137866667
2013,9/24/2013,TSF,R3,S4,C2,25-50cm,25,1140.091828,1.524380141,1.591945452,25,50,50,0.0229,0.1745
2013,9/24/2013,TSF,R3,S4,C2,10-25cm,15,684.0550968,1.314889989,1.398203163,10,25,25,0.053,0.5263
2013,9/24/2013,TSF,R3,S4,C2,0-10cm,10,456.0367312,1.299596489,1.350654362,0,10,10,0.145666667,1.540666667
2013,9/24/2013,TSF,R3,S4,C1,50-end cm,68,3101.049772,1.637624703,0.777973324,50,118,122,0.013466667,0.07
2013,9/24/2013,TSF,R3,S4,C1,25-50cm,25,1140.091828,1.543556557,1.594427708,25,50,50,0.023366667,0.131533333
2013,9/24/2013,TSF,R3,S4,C1,10-25cm,15,684.0550968,1.334599293,1.331059449,10,25,25,0.050733333,0.482166667
2013,9/24/2013,TSF,R3,S4,C1,0-10cm,10,456.0367312,1.208509698,1.241452632,0,10,10,0.1326,1.58905
2013,9/24/2013,TSF,R3,S3,C2,50-end cm,72,3283.464465,1.442562647,0.933905036,50,122,122,0.013433333,0.073366667
2013,9/24/2013,TSF,R3,S3,C2,25-50cm,25,1140.091828,1.587806647,1.646441062,25,50,50,0.024033333,0.169433333
2013,9/24/2013,TSF,R3,S3,C2,10-25cm,15,684.0550968,1.377372328,1.554097038,10,25,25,0.0564,0.5765
2013,9/24/2013,TSF,R3,S3,C2,0-10cm,10,456.0367312,1.013710578,1.077255331,0,10,10,0.140666667,1.517066667
2013,9/24/2013,TSF,R3,S3,C1,50-end cm,64,2918.63508,1.38557959,1.12184083,50,114,122,0.02075,0.1091
2013,9/24/2013,TSF,R3,S3,C1,25-50cm,25,1140.091828,1.569418357,1.59343656,25,50,50,0.03575,0.245766667
2013,9/24/2013,TSF,R3,S3,C1,10-25cm,15,684.0550968,1.381976984,1.46001105,10,25,25,0.054566667,0.613766667
2013,9/24/2013,TSF,R3,S3,C1,0-10cm,10,456.0367312,1.211702098,1.307499943,0,10,10,0.145666667,1.4647
2013,9/24/2013,TSF,R2,S5,C2,50-end cm,67,3055.446099,1.511820636,0.77804809,50,117,122,0.011233333,0.105433333
2013,9/24/2013,TSF,R2,S5,C2,25-50cm,25,1140.091828,1.620448934,1.653501897,25,50,50,0.029033333,0.2923
2013,9/24/2013,TSF,R2,S5,C2,10-25cm,15,684.0550968,1.316918919,1.324232513,10,25,25,0.044966667,0.540033333
2013,9/24/2013,TSF,R2,S5,C2,0-10cm,10,456.0367312,1.23188484,1.250465063,0,10,10,0.108666667,1.4363
2013,9/24/2013,TSF,R2,S5,C1,50-end cm,67,3055.446099,1.485764204,1.000333143,50,117,122,0.0131,0.048633333
2013,9/24/2013,TSF,R2,S5,C1,25-50cm,25,1140.091828,1.464366022,1.543063424,25,50,50,0.030766667,0.2074
2013,9/24/2013,TSF,R2,S5,C1,10-25cm,15,684.0550968,1.320885259,1.364185435,10,25,25,0.0557,0.638266667
2013,9/24/2013,TSF,R2,S5,C1,0-10cm,10,456.0367312,1.04073832,1.051818784,0,10,10,0.140066667,1.939166667
2013,9/24/2013,TSF,R2,S4,C2,50-end cm,66,3009.842426,1.407044785,0.897257603,50,116,122,0.016033333,0.096233333
2013,9/24/2013,TSF,R2,S4,C2,25-50cm,25,1140.091828,1.65669655,1.663887025,25,50,50,0.018933333,0.198866667
2013,9/24/2013,TSF,R2,S4,C2,10-25cm,15,684.0550968,1.400068869,1.379228083,10,25,25,0.032333333,0.360933333
2013,9/24/2013,TSF,R2,S4,C2,0-10cm,10,456.0367312,1.311115862,1.373700751,0,10,10,0.111733333,1.365033333
2013,9/24/2013,TSF,R2,S4,C1,50-end cm,63,2873.031406,1.546342638,1.00355464,50,113,122,0.0155,0.05505
2013,9/24/2013,TSF,R2,S4,C1,25-50cm,25,1140.091828,1.563340818,1.621864094,25,50,50,0.025166667,0.19655
2013,9/24/2013,TSF,R2,S4,C1,10-25cm,15,684.0550968,1.186000474,1.206756596,10,25,25,0.071133333,0.724133333
2013,9/24/2013,TSF,R2,S4,C1,0-10cm,10,456.0367312,1.174161462,1.179308515,0,10,10,0.211066667,3.21845
2013,9/24/2013,TSF,R2,S3,C2,50-end cm,68,3101.049772,1.554487161,0.809211133,50,118,122,0.012966667,0.087533333
2013,9/24/2013,TSF,R2,S3,C2,25-50cm,25,1140.091828,1.522585802,1.562500455,25,50,50,0.023366667,0.230233333
2013,9/24/2013,TSF,R2,S3,C2,10-25cm,15,684.0550968,1.21723799,1.241899964,10,25,25,0.079233333,0.7664
2013,9/24/2013,TSF,R2,S3,C2,0-10cm,10,456.0367312,0.975752592,0.979434264,0,10,10,0.1424,1.701833333
2013,9/24/2013,TSF,R2,S3,C1,50-end cm,64,2918.63508,1.492425837,0.970153487,50,114,122,0.0102,0.072266667
2013,9/24/2013,TSF,R2,S3,C1,25-50cm,25,1140.091828,1.556992485,1.585726654,25,50,50,0.01625,0.0294
2013,9/24/2013,TSF,R2,S3,C1,10-25cm,15,684.0550968,1.109192942,1.149641314,10,25,25,0.081166667,0.940933333
2013,9/24/2013,TSF,R2,S3,C1,0-10cm,10,456.0367312,1.016191445,1.029693373,0,10,10,0.143333333,2.027033333
2013,9/24/2013,TSF,R2,S2,C2,50-end cm,64,2918.63508,1.601682632,0.684006032,50,114,122,0.015533333,0.07325
2013,9/24/2013,TSF,R2,S2,C2,25-50cm,25,1140.091828,1.650918298,1.678903359,25,50,50,0.032033333,0.215433333
2013,9/24/2013,TSF,R2,S2,C2,10-25cm,15,684.0550968,1.296428938,1.313107678,10,25,25,0.049933333,0.46175
2013,9/24/2013,TSF,R2,S2,C2,0-10cm,10,456.0367312,1.101120281,1.103569001,0,10,10,0.102033333,1.211733333
2013,9/24/2013,TSF,R2,S2,C1,50-end cm,63,2873.031406,1.614982594,0.849532656,50,113,122,0.0147,0.042
2013,9/24/2013,TSF,R2,S2,C1,10-25cm,15,684.0550968,1.482192884,1.515386706,10,25,25,0.043433333,0.482066667
2013,9/23/2013,TCF,R2,S4,C1,50-end cm,62,2827.427733,1.617910435,0.78029722,50,112,122,0.010333333,0.037566667
2013,9/23/2013,TSF,R3,S2,C2,50-end cm,63,2873.031406,1.364820351,0.944362806,50,113,122,0.01905,0.1334
2013,9/23/2013,TSF,R3,S2,C2,25-50cm,25,1140.091828,1.448424535,1.481243842,25,50,50,0.0495,0.542
2013,9/23/2013,TSF,R3,S2,C2,10-25cm,15,684.0550968,1.384997491,1.409605753,10,25,25,0.106566667,1.182133333
2013,9/23/2013,TSF,R3,S2,C2,0-10cm,10,456.0367312,1.180964107,1.193649465,0,10,10,0.133233333,1.433466667
2013,9/23/2013,TSF,R3,S2,C1,50-end cm,61,2781.82406,1.431483476,0.943352255,50,111,122,0.0177,0.1229
2013,9/23/2013,TSF,R3,S2,C1,25-50cm,25,1140.091828,1.528164773,1.55886566,25,50,50,0.035,0.369833333
2013,9/23/2013,TSF,R3,S2,C1,10-25cm,15,684.0550968,1.46022542,1.472495424,10,25,25,0.050233333,0.555833333
2013,9/23/2013,TSF,R3,S2,C1,0-10cm,10,456.0367312,1.118461188,1.131198355,0,10,10,0.102066667,1.034366667
2013,9/23/2013,TSF,R3,S1,C2,50-end cm,62,2827.427733,1.467772725,1.202373436,50,112,122,0.011933333,0.46365
2013,9/23/2013,TSF,R3,S1,C2,25-50cm,25,1140.091828,1.418066263,1.577262424,25,50,50,0.016833333,0.140633333
2013,9/23/2013,TSF,R3,S1,C2,10-25cm,15,684.0550968,1.350020363,1.540004606,10,25,25,0.062233333,0.553733333
2013,9/23/2013,TSF,R3,S1,C2,0-10cm,10,456.0367312,1.165167955,1.229282559,0,10,10,0.168166667,1.8232
2013,9/23/2013,TSF,R3,S1,C1,50-end cm,70,3192.257118,1.371939337,1.035406572,50,120,122,0.020866667,0.188833333
2013,9/23/2013,TSF,R3,S1,C1,25-50cm,25,1140.091828,1.549271831,1.645458685,25,50,50,0.0171,0.149133333
2013,9/23/2013,TSF,R3,S1,C1,10-25cm,15,684.0550968,1.398408993,1.468080575,10,25,25,0.048333333,0.32005
2013,9/23/2013,TSF,R3,S1,C1,0-10cm,10,456.0367312,1.553586232,1.743649021,0,10,10,0.1287,1.393333333
2013,9/23/2013,TDF,R2,S5,C2,50-end cm,68,3101.049772,1.604259995,0.89716522,50,118,122,0.014833333,0.09885
2013,9/23/2013,TDF,R2,S5,C2,25-50cm,25,1140.091828,1.530686989,1.550168115,25,50,50,0.0236,0.297633333
2013,9/23/2013,TDF,R2,S5,C2,10-25cm,15,684.0550968,1.137317381,1.144130062,10,25,25,0.0808,1.01875
2013,9/23/2013,TDF,R2,S5,C2,0-10cm,10,456.0367312,1.314319492,1.325568663,0,10,10,0.143766667,1.8884
2013,9/23/2013,TDF,R2,S5,C1,50-end cm,69,3146.653445,1.673366293,0.815267409,50,119,122,0.0057,0.067433333
2013,9/23/2013,TDF,R2,S5,C1,25-50cm,25,1140.091828,1.313403912,1.332387412,25,50,50,0.058633333,0.800166667
2013,9/23/2013,TDF,R2,S5,C1,10-25cm,15,684.0550968,1.20563613,1.22557087,10,25,25,0.119233333,1.650833333
2013,9/23/2013,TDF,R2,S5,C1,0-10cm,10,456.0367312,1.110353754,1.147359334,0,10,10,0.189733333,2.605366667
2013,9/23/2013,TDF,R2,S4,C2,50-end cm,61,2781.82406,1.658904676,1.090724623,50,111,122,0.0123,0.09935
2013,9/23/2013,TDF,R2,S4,C2,25-50cm,25,1140.091828,1.306896038,1.457938702,25,50,50,0.045133333,0.58225
2013,9/23/2013,TDF,R2,S4,C2,10-25cm,15,684.0550968,1.352026483,1.375368745,10,25,25,0.068233333,0.937166667
2013,9/23/2013,TDF,R2,S4,C2,0-10cm,10,456.0367312,0.987865854,0.992547243,0,10,10,0.236633333,3.541633333
2013,9/23/2013,TDF,R2,S4,C1,50-end cm,58,2645.013041,1.642178575,0.783506156,50,108,122,0.005633333,0.097166667
2013,9/23/2013,TDF,R2,S4,C1,25-50cm,25,1140.091828,1.377263751,1.390391512,25,50,50,0.028233333,0.386766667
2013,9/23/2013,TDF,R2,S4,C1,10-25cm,15,684.0550968,1.26677451,1.26058267,10,25,25,0.0772,1.0124
2013,9/23/2013,TDF,R2,S4,C1,0-10cm,10,456.0367312,1.276000584,1.276888374,0,10,10,0.199266667,2.852333333
2013,9/23/2013,TDF,R2,S3,C2,50-end cm,61,2781.82406,1.644755308,0.901489075,50,111,122,0.011666667,0.0615
2013,9/23/2013,TDF,R2,S3,C2,25-50cm,25,1140.091828,1.418449185,1.416073653,25,50,50,0.022633333,0.2875
2013,9/23/2013,TDF,R2,S3,C2,10-25cm,15,684.0550968,1.267395551,1.2649829,10,25,25,0.0826,1.069566667
2013,9/23/2013,TDF,R2,S3,C2,0-10cm,10,456.0367312,1.032601851,1.030482783,0,10,10,0.21555,3.20785
2013,9/23/2013,TDF,R2,S3,C1,25-50cm,25,1140.091828,1.358020586,1.369796679,25,50,50,0.027,0.400033333
2013,9/23/2013,TDF,R2,S3,C1,10-25cm,15,684.0550968,1.28211393,1.28056644,10,25,25,0.0615,0.8931
2013,9/23/2013,TDF,R2,S3,C1,0-10cm,10,456.0367312,1.079232486,1.07964549,0,10,10,0.1714,2.361033333
2013,9/23/2013,TDF,R2,S2,C2,50-end cm,64,2918.63508,1.601429123,0.844091136,50,114,122,0.0166,0.09415
2013,9/23/2013,TDF,R2,S2,C2,25-50cm,25,1140.091828,1.382280233,1.410749521,25,50,50,0.0389,0.5476
2013,9/23/2013,TDF,R2,S2,C2,10-25cm,15,684.0550968,1.15404016,1.155254897,10,25,25,0.09975,1.55045
2013,9/23/2013,TDF,R2,S2,C2,0-10cm,10,456.0367312,0.432224747,0.419852146,0,10,10,0.5193,16.28733333
2013,9/23/2013,TDF,R2,S2,C1,50-end cm,59,2690.616714,1.649389341,0.859421555,50,109,122,0.013766667,0.076133333
2013,9/23/2013,TDF,R2,S2,C1,25-50cm,25,1140.091828,1.422386818,1.423985297,25,50,50,0.0458,0.57995
2013,9/23/2013,TDF,R2,S2,C1,10-25cm,15,684.0550968,1.282301643,1.302991534,10,25,25,0.1084,1.4715
2013,9/23/2013,TDF,R2,S2,C1,0-10cm,10,456.0367312,1.102380416,1.10674857,0,10,10,0.204466667,2.8206
2013,9/23/2013,TDF,R2,S1,C2,50-end cm,63,2873.031406,1.564071998,0.793734449,50,113,122,0.004366667,0.062033333
2013,9/23/2013,TDF,R2,S1,C2,25-50cm,25,1140.091828,1.481127217,1.506548822,25,50,50,0.009466667,0.085633333
2013,9/23/2013,TDF,R2,S1,C2,10-25cm,15,684.0550968,1.330308832,1.405702559,10,25,25,0.0348,0.481966667
